head,relation,tail
CHIP_00062,UNDERGOES_TEST,TS::Functional
CHIP_00062,UNDERGOES_TEST,TS::Aging
CHIP_00063,OF_MODEL,MODEL::MODEL_C
CHIP_00063,EXHIBITS,FM::normal
CHIP_00063,UNDERGOES_TEST,TS::Appearance
CHIP_00063,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00063,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00063,UNDERGOES_TEST,TS::Functional
CHIP_00063,UNDERGOES_TEST,TS::Aging
CHIP_00064,OF_MODEL,MODEL::MODEL_B
CHIP_00064,EXHIBITS,FM::normal
CHIP_00064,UNDERGOES_TEST,TS::Appearance
CHIP_00064,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00064,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00064,UNDERGOES_TEST,TS::Functional
CHIP_00064,UNDERGOES_TEST,TS::Aging
CHIP_00065,OF_MODEL,MODEL::MODEL_B
CHIP_00065,EXHIBITS,FM::normal
CHIP_00065,UNDERGOES_TEST,TS::Appearance
CHIP_00065,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00065,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00065,UNDERGOES_TEST,TS::Functional
CHIP_00065,UNDERGOES_TEST,TS::Aging
CHIP_00066,OF_MODEL,MODEL::MODEL_B
CHIP_00066,EXHIBITS,FM::normal
CHIP_00066,UNDERGOES_TEST,TS::Appearance
CHIP_00066,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00066,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00066,UNDERGOES_TEST,TS::Functional
CHIP_00066,UNDERGOES_TEST,TS::Aging
CHIP_00067,OF_MODEL,MODEL::MODEL_B
CHIP_00067,EXHIBITS,FM::normal
CHIP_00067,UNDERGOES_TEST,TS::Appearance
CHIP_00067,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00067,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00067,UNDERGOES_TEST,TS::Functional
CHIP_00067,UNDERGOES_TEST,TS::Aging
CHIP_00068,OF_MODEL,MODEL::MODEL_C
CHIP_00068,EXHIBITS,FM::normal
CHIP_00068,UNDERGOES_TEST,TS::Appearance
CHIP_00068,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00068,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00068,UNDERGOES_TEST,TS::Functional
CHIP_00068,UNDERGOES_TEST,TS::Aging
CHIP_00069,OF_MODEL,MODEL::MODEL_B
CHIP_00069,EXHIBITS,FM::normal
CHIP_00069,UNDERGOES_TEST,TS::Appearance
CHIP_00069,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00069,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00069,UNDERGOES_TEST,TS::Functional
CHIP_00069,UNDERGOES_TEST,TS::Aging
CHIP_00070,OF_MODEL,MODEL::MODEL_B
CHIP_00070,EXHIBITS,FM::normal
CHIP_00070,UNDERGOES_TEST,TS::Appearance
CHIP_00070,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00070,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00070,UNDERGOES_TEST,TS::Functional
CHIP_00070,UNDERGOES_TEST,TS::Aging
CHIP_00071,OF_MODEL,MODEL::MODEL_C
CHIP_00071,EXHIBITS,FM::normal
CHIP_00071,UNDERGOES_TEST,TS::Appearance
CHIP_00071,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00071,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00071,UNDERGOES_TEST,TS::Functional
CHIP_00071,UNDERGOES_TEST,TS::Aging
CHIP_00072,OF_MODEL,MODEL::MODEL_A
CHIP_00072,EXHIBITS,FM::normal
CHIP_00072,UNDERGOES_TEST,TS::Appearance
CHIP_00072,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00072,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00072,UNDERGOES_TEST,TS::Functional
CHIP_00072,UNDERGOES_TEST,TS::Aging
CHIP_00073,OF_MODEL,MODEL::MODEL_C
CHIP_00073,EXHIBITS,FM::thermal_accumulation
CHIP_00073,UNDERGOES_TEST,TS::Appearance
CHIP_00073,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00073,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00073,UNDERGOES_TEST,TS::Functional
CHIP_00073,UNDERGOES_TEST,TS::Aging
CHIP_00074,OF_MODEL,MODEL::MODEL_A
CHIP_00074,EXHIBITS,FM::multi_param_combined
CHIP_00074,UNDERGOES_TEST,TS::Appearance
CHIP_00074,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00074,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00074,UNDERGOES_TEST,TS::Functional
CHIP_00074,UNDERGOES_TEST,TS::Aging
CHIP_00075,OF_MODEL,MODEL::MODEL_C
CHIP_00075,EXHIBITS,FM::normal
CHIP_00075,UNDERGOES_TEST,TS::Appearance
CHIP_00075,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00075,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00075,UNDERGOES_TEST,TS::Functional
CHIP_00075,UNDERGOES_TEST,TS::Aging
CHIP_00076,OF_MODEL,MODEL::MODEL_C
CHIP_00076,EXHIBITS,FM::normal
CHIP_00076,UNDERGOES_TEST,TS::Appearance
CHIP_00076,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00076,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00076,UNDERGOES_TEST,TS::Functional
CHIP_00076,UNDERGOES_TEST,TS::Aging
CHIP_00077,OF_MODEL,MODEL::MODEL_B
CHIP_00077,EXHIBITS,FM::normal
CHIP_00077,UNDERGOES_TEST,TS::Appearance
CHIP_00077,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00077,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00077,UNDERGOES_TEST,TS::Functional
CHIP_00077,UNDERGOES_TEST,TS::Aging
CHIP_00078,OF_MODEL,MODEL::MODEL_A
CHIP_00078,EXHIBITS,FM::normal
CHIP_00078,UNDERGOES_TEST,TS::Appearance
CHIP_00078,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00078,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00078,UNDERGOES_TEST,TS::Functional
CHIP_00078,UNDERGOES_TEST,TS::Aging
CHIP_00079,OF_MODEL,MODEL::MODEL_B
CHIP_00079,EXHIBITS,FM::thermal_accumulation
CHIP_00079,UNDERGOES_TEST,TS::Appearance
CHIP_00079,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00079,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00079,UNDERGOES_TEST,TS::Functional
CHIP_00079,UNDERGOES_TEST,TS::Aging
CHIP_00080,OF_MODEL,MODEL::MODEL_A
CHIP_00080,EXHIBITS,FM::normal
CHIP_00080,UNDERGOES_TEST,TS::Appearance
CHIP_00080,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00080,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00080,UNDERGOES_TEST,TS::Functional
CHIP_00080,UNDERGOES_TEST,TS::Aging
CHIP_00081,OF_MODEL,MODEL::MODEL_C
CHIP_00081,EXHIBITS,FM::normal
CHIP_00081,UNDERGOES_TEST,TS::Appearance
CHIP_00081,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00081,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00081,UNDERGOES_TEST,TS::Functional
CHIP_00081,UNDERGOES_TEST,TS::Aging
CHIP_00082,OF_MODEL,MODEL::MODEL_C
CHIP_00082,EXHIBITS,FM::normal
CHIP_00082,UNDERGOES_TEST,TS::Appearance
CHIP_00082,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00082,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00082,UNDERGOES_TEST,TS::Functional
CHIP_00082,UNDERGOES_TEST,TS::Aging
CHIP_00083,OF_MODEL,MODEL::MODEL_A
CHIP_00083,EXHIBITS,FM::normal
CHIP_00083,UNDERGOES_TEST,TS::Appearance
CHIP_00083,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00083,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00083,UNDERGOES_TEST,TS::Functional
CHIP_00083,UNDERGOES_TEST,TS::Aging
CHIP_00084,OF_MODEL,MODEL::MODEL_B
CHIP_00084,EXHIBITS,FM::normal
CHIP_00084,UNDERGOES_TEST,TS::Appearance
CHIP_00084,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00084,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00084,UNDERGOES_TEST,TS::Functional
CHIP_00084,UNDERGOES_TEST,TS::Aging
CHIP_00085,OF_MODEL,MODEL::MODEL_B
CHIP_00085,EXHIBITS,FM::normal
CHIP_00085,UNDERGOES_TEST,TS::Appearance
CHIP_00085,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00085,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00085,UNDERGOES_TEST,TS::Functional
CHIP_00085,UNDERGOES_TEST,TS::Aging
CHIP_00086,OF_MODEL,MODEL::MODEL_B
CHIP_00086,EXHIBITS,FM::normal
CHIP_00086,UNDERGOES_TEST,TS::Appearance
CHIP_00086,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00086,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00086,UNDERGOES_TEST,TS::Functional
CHIP_00086,UNDERGOES_TEST,TS::Aging
CHIP_00087,OF_MODEL,MODEL::MODEL_B
CHIP_00087,EXHIBITS,FM::normal
CHIP_00087,UNDERGOES_TEST,TS::Appearance
CHIP_00087,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00087,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00087,UNDERGOES_TEST,TS::Functional
CHIP_00087,UNDERGOES_TEST,TS::Aging
CHIP_00088,OF_MODEL,MODEL::MODEL_C
CHIP_00088,EXHIBITS,FM::normal
CHIP_00088,UNDERGOES_TEST,TS::Appearance
CHIP_00088,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00088,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00088,UNDERGOES_TEST,TS::Functional
CHIP_00088,UNDERGOES_TEST,TS::Aging
CHIP_00089,OF_MODEL,MODEL::MODEL_C
CHIP_00089,EXHIBITS,FM::normal
CHIP_00089,UNDERGOES_TEST,TS::Appearance
CHIP_00089,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00089,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00089,UNDERGOES_TEST,TS::Functional
CHIP_00089,UNDERGOES_TEST,TS::Aging
CHIP_00090,OF_MODEL,MODEL::MODEL_C
CHIP_00090,EXHIBITS,FM::normal
CHIP_00090,UNDERGOES_TEST,TS::Appearance
CHIP_00090,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00090,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00090,UNDERGOES_TEST,TS::Functional
CHIP_00090,UNDERGOES_TEST,TS::Aging
CHIP_00091,OF_MODEL,MODEL::MODEL_C
CHIP_00091,EXHIBITS,FM::normal
CHIP_00091,UNDERGOES_TEST,TS::Appearance
CHIP_00091,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00091,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00091,UNDERGOES_TEST,TS::Functional
CHIP_00091,UNDERGOES_TEST,TS::Aging
CHIP_00092,OF_MODEL,MODEL::MODEL_C
CHIP_00092,EXHIBITS,FM::normal
CHIP_00092,UNDERGOES_TEST,TS::Appearance
CHIP_00092,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00092,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00092,UNDERGOES_TEST,TS::Functional
CHIP_00092,UNDERGOES_TEST,TS::Aging
CHIP_00093,OF_MODEL,MODEL::MODEL_B
CHIP_00093,EXHIBITS,FM::normal
CHIP_00093,UNDERGOES_TEST,TS::Appearance
CHIP_00093,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00093,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00093,UNDERGOES_TEST,TS::Functional
CHIP_00093,UNDERGOES_TEST,TS::Aging
CHIP_00094,OF_MODEL,MODEL::MODEL_B
CHIP_00094,EXHIBITS,FM::normal
CHIP_00094,UNDERGOES_TEST,TS::Appearance
CHIP_00094,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00094,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00094,UNDERGOES_TEST,TS::Functional
CHIP_00094,UNDERGOES_TEST,TS::Aging
CHIP_00095,OF_MODEL,MODEL::MODEL_B
CHIP_00095,EXHIBITS,FM::normal
CHIP_00095,UNDERGOES_TEST,TS::Appearance
CHIP_00095,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00095,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00095,UNDERGOES_TEST,TS::Functional
CHIP_00095,UNDERGOES_TEST,TS::Aging
CHIP_00096,OF_MODEL,MODEL::MODEL_B
CHIP_00096,EXHIBITS,FM::normal
CHIP_00096,UNDERGOES_TEST,TS::Appearance
CHIP_00096,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00096,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00096,UNDERGOES_TEST,TS::Functional
CHIP_00096,UNDERGOES_TEST,TS::Aging
CHIP_00097,OF_MODEL,MODEL::MODEL_C
CHIP_00097,EXHIBITS,FM::normal
CHIP_00097,UNDERGOES_TEST,TS::Appearance
CHIP_00097,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00097,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00097,UNDERGOES_TEST,TS::Functional
CHIP_00097,UNDERGOES_TEST,TS::Aging
CHIP_00098,OF_MODEL,MODEL::MODEL_C
CHIP_00098,EXHIBITS,FM::normal
CHIP_00098,UNDERGOES_TEST,TS::Appearance
CHIP_00098,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00098,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00098,UNDERGOES_TEST,TS::Functional
CHIP_00098,UNDERGOES_TEST,TS::Aging
CHIP_00099,OF_MODEL,MODEL::MODEL_C
CHIP_00099,EXHIBITS,FM::normal
CHIP_00099,UNDERGOES_TEST,TS::Appearance
CHIP_00099,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00099,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00099,UNDERGOES_TEST,TS::Functional
CHIP_00099,UNDERGOES_TEST,TS::Aging
CHIP_00100,OF_MODEL,MODEL::MODEL_A
CHIP_00100,EXHIBITS,FM::normal
CHIP_00100,UNDERGOES_TEST,TS::Appearance
CHIP_00100,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00100,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00100,UNDERGOES_TEST,TS::Functional
CHIP_00100,UNDERGOES_TEST,TS::Aging
CHIP_00101,OF_MODEL,MODEL::MODEL_B
CHIP_00101,EXHIBITS,FM::normal
CHIP_00101,UNDERGOES_TEST,TS::Appearance
CHIP_00101,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00101,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00101,UNDERGOES_TEST,TS::Functional
CHIP_00101,UNDERGOES_TEST,TS::Aging
CHIP_00102,OF_MODEL,MODEL::MODEL_B
CHIP_00102,EXHIBITS,FM::normal
CHIP_00102,UNDERGOES_TEST,TS::Appearance
CHIP_00102,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00102,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00102,UNDERGOES_TEST,TS::Functional
CHIP_00102,UNDERGOES_TEST,TS::Aging
CHIP_00103,OF_MODEL,MODEL::MODEL_C
CHIP_00103,EXHIBITS,FM::normal
CHIP_00103,UNDERGOES_TEST,TS::Appearance
CHIP_00103,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00103,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00103,UNDERGOES_TEST,TS::Functional
CHIP_00103,UNDERGOES_TEST,TS::Aging
CHIP_00104,OF_MODEL,MODEL::MODEL_B
CHIP_00104,EXHIBITS,FM::normal
CHIP_00104,UNDERGOES_TEST,TS::Appearance
CHIP_00104,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00104,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00104,UNDERGOES_TEST,TS::Functional
CHIP_00104,UNDERGOES_TEST,TS::Aging
CHIP_00105,OF_MODEL,MODEL::MODEL_B
CHIP_00105,EXHIBITS,FM::normal
CHIP_00105,UNDERGOES_TEST,TS::Appearance
CHIP_00105,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00105,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00105,UNDERGOES_TEST,TS::Functional
CHIP_00105,UNDERGOES_TEST,TS::Aging
CHIP_00106,OF_MODEL,MODEL::MODEL_C
CHIP_00106,EXHIBITS,FM::normal
CHIP_00106,UNDERGOES_TEST,TS::Appearance
CHIP_00106,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00106,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00106,UNDERGOES_TEST,TS::Functional
CHIP_00106,UNDERGOES_TEST,TS::Aging
CHIP_00107,OF_MODEL,MODEL::MODEL_A
CHIP_00107,EXHIBITS,FM::multi_param_combined
CHIP_00107,UNDERGOES_TEST,TS::Appearance
CHIP_00107,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00107,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00107,UNDERGOES_TEST,TS::Functional
CHIP_00107,UNDERGOES_TEST,TS::Aging
CHIP_00108,OF_MODEL,MODEL::MODEL_A
CHIP_00108,EXHIBITS,FM::normal
CHIP_00108,UNDERGOES_TEST,TS::Appearance
CHIP_00108,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00108,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00108,UNDERGOES_TEST,TS::Functional
CHIP_00108,UNDERGOES_TEST,TS::Aging
CHIP_00109,OF_MODEL,MODEL::MODEL_A
CHIP_00109,EXHIBITS,FM::normal
CHIP_00109,UNDERGOES_TEST,TS::Appearance
CHIP_00109,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00109,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00109,UNDERGOES_TEST,TS::Functional
CHIP_00109,UNDERGOES_TEST,TS::Aging
CHIP_00110,OF_MODEL,MODEL::MODEL_C
CHIP_00110,EXHIBITS,FM::normal
CHIP_00110,UNDERGOES_TEST,TS::Appearance
CHIP_00110,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00110,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00110,UNDERGOES_TEST,TS::Functional
CHIP_00110,UNDERGOES_TEST,TS::Aging
CHIP_00111,OF_MODEL,MODEL::MODEL_B
CHIP_00111,EXHIBITS,FM::normal
CHIP_00111,UNDERGOES_TEST,TS::Appearance
CHIP_00111,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00111,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00111,UNDERGOES_TEST,TS::Functional
CHIP_00111,UNDERGOES_TEST,TS::Aging
CHIP_00112,OF_MODEL,MODEL::MODEL_C
CHIP_00112,EXHIBITS,FM::normal
CHIP_00112,UNDERGOES_TEST,TS::Appearance
CHIP_00112,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00112,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00112,UNDERGOES_TEST,TS::Functional
CHIP_00112,UNDERGOES_TEST,TS::Aging
CHIP_00113,OF_MODEL,MODEL::MODEL_C
CHIP_00113,EXHIBITS,FM::normal
CHIP_00113,UNDERGOES_TEST,TS::Appearance
CHIP_00113,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00113,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00113,UNDERGOES_TEST,TS::Functional
CHIP_00113,UNDERGOES_TEST,TS::Aging
CHIP_00114,OF_MODEL,MODEL::MODEL_B
CHIP_00114,EXHIBITS,FM::normal
CHIP_00114,UNDERGOES_TEST,TS::Appearance
CHIP_00114,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00114,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00114,UNDERGOES_TEST,TS::Functional
CHIP_00114,UNDERGOES_TEST,TS::Aging
CHIP_00115,OF_MODEL,MODEL::MODEL_A
CHIP_00115,EXHIBITS,FM::normal
CHIP_00115,UNDERGOES_TEST,TS::Appearance
CHIP_00115,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00115,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00115,UNDERGOES_TEST,TS::Functional
CHIP_00115,UNDERGOES_TEST,TS::Aging
CHIP_00116,OF_MODEL,MODEL::MODEL_A
CHIP_00116,EXHIBITS,FM::thermal_accumulation
CHIP_00116,UNDERGOES_TEST,TS::Appearance
CHIP_00116,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00116,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00116,UNDERGOES_TEST,TS::Functional
CHIP_00116,UNDERGOES_TEST,TS::Aging
CHIP_00117,OF_MODEL,MODEL::MODEL_C
CHIP_00117,EXHIBITS,FM::thermal_accumulation
CHIP_00117,UNDERGOES_TEST,TS::Appearance
CHIP_00117,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00117,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00117,UNDERGOES_TEST,TS::Functional
CHIP_00117,UNDERGOES_TEST,TS::Aging
CHIP_00118,OF_MODEL,MODEL::MODEL_A
CHIP_00118,EXHIBITS,FM::normal
CHIP_00118,UNDERGOES_TEST,TS::Appearance
CHIP_00118,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00118,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00118,UNDERGOES_TEST,TS::Functional
CHIP_00118,UNDERGOES_TEST,TS::Aging
CHIP_00119,OF_MODEL,MODEL::MODEL_C
CHIP_00119,EXHIBITS,FM::multi_param_combined
CHIP_00119,UNDERGOES_TEST,TS::Appearance
CHIP_00119,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00119,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00119,UNDERGOES_TEST,TS::Functional
CHIP_00119,UNDERGOES_TEST,TS::Aging
CHIP_00120,OF_MODEL,MODEL::MODEL_C
CHIP_00120,EXHIBITS,FM::normal
CHIP_00120,UNDERGOES_TEST,TS::Appearance
CHIP_00120,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00120,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00120,UNDERGOES_TEST,TS::Functional
CHIP_00120,UNDERGOES_TEST,TS::Aging
CHIP_00121,OF_MODEL,MODEL::MODEL_B
CHIP_00121,EXHIBITS,FM::normal
CHIP_00121,UNDERGOES_TEST,TS::Appearance
CHIP_00121,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00121,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00121,UNDERGOES_TEST,TS::Functional
CHIP_00121,UNDERGOES_TEST,TS::Aging
CHIP_00122,OF_MODEL,MODEL::MODEL_B
CHIP_00122,EXHIBITS,FM::multi_param_combined
CHIP_00122,UNDERGOES_TEST,TS::Appearance
CHIP_00122,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00122,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00122,UNDERGOES_TEST,TS::Functional
CHIP_00122,UNDERGOES_TEST,TS::Aging
CHIP_00123,OF_MODEL,MODEL::MODEL_B
CHIP_00123,EXHIBITS,FM::normal
CHIP_00123,UNDERGOES_TEST,TS::Appearance
CHIP_00123,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00123,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00123,UNDERGOES_TEST,TS::Functional
CHIP_00123,UNDERGOES_TEST,TS::Aging
CHIP_00124,OF_MODEL,MODEL::MODEL_C
CHIP_00124,EXHIBITS,FM::normal
CHIP_00124,UNDERGOES_TEST,TS::Appearance
CHIP_00124,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00124,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00124,UNDERGOES_TEST,TS::Functional
CHIP_00124,UNDERGOES_TEST,TS::Aging
CHIP_00125,OF_MODEL,MODEL::MODEL_B
CHIP_00125,EXHIBITS,FM::normal
CHIP_00125,UNDERGOES_TEST,TS::Appearance
CHIP_00125,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00125,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00125,UNDERGOES_TEST,TS::Functional
CHIP_00125,UNDERGOES_TEST,TS::Aging
CHIP_00126,OF_MODEL,MODEL::MODEL_A
CHIP_00126,EXHIBITS,FM::normal
CHIP_00126,UNDERGOES_TEST,TS::Appearance
CHIP_00126,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00126,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00126,UNDERGOES_TEST,TS::Functional
CHIP_00126,UNDERGOES_TEST,TS::Aging
CHIP_00127,OF_MODEL,MODEL::MODEL_A
CHIP_00127,EXHIBITS,FM::normal
CHIP_00127,UNDERGOES_TEST,TS::Appearance
CHIP_00127,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00127,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00127,UNDERGOES_TEST,TS::Functional
CHIP_00127,UNDERGOES_TEST,TS::Aging
CHIP_00128,OF_MODEL,MODEL::MODEL_C
CHIP_00128,EXHIBITS,FM::normal
CHIP_00128,UNDERGOES_TEST,TS::Appearance
CHIP_00128,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00128,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00128,UNDERGOES_TEST,TS::Functional
CHIP_00128,UNDERGOES_TEST,TS::Aging
CHIP_00129,OF_MODEL,MODEL::MODEL_C
CHIP_00129,EXHIBITS,FM::normal
CHIP_00129,UNDERGOES_TEST,TS::Appearance
CHIP_00129,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00129,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00129,UNDERGOES_TEST,TS::Functional
CHIP_00129,UNDERGOES_TEST,TS::Aging
CHIP_00130,OF_MODEL,MODEL::MODEL_B
CHIP_00130,EXHIBITS,FM::normal
CHIP_00130,UNDERGOES_TEST,TS::Appearance
CHIP_00130,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00130,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00130,UNDERGOES_TEST,TS::Functional
CHIP_00130,UNDERGOES_TEST,TS::Aging
CHIP_00131,OF_MODEL,MODEL::MODEL_C
CHIP_00131,EXHIBITS,FM::normal
CHIP_00131,UNDERGOES_TEST,TS::Appearance
CHIP_00131,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00131,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00131,UNDERGOES_TEST,TS::Functional
CHIP_00131,UNDERGOES_TEST,TS::Aging
CHIP_00132,OF_MODEL,MODEL::MODEL_C
CHIP_00132,EXHIBITS,FM::normal
CHIP_00132,UNDERGOES_TEST,TS::Appearance
CHIP_00132,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00132,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00132,UNDERGOES_TEST,TS::Functional
CHIP_00132,UNDERGOES_TEST,TS::Aging
CHIP_00133,OF_MODEL,MODEL::MODEL_A
CHIP_00133,EXHIBITS,FM::normal
CHIP_00133,UNDERGOES_TEST,TS::Appearance
CHIP_00133,UNDERGOES_TEST,TS::DC_Electrical
CHIP_00133,UNDERGOES_TEST,TS::AC_Electrical
CHIP_00133,UNDERGOES_TEST,TS::Functional
CHIP_00133,UNDERGOES_TEST,TS::Aging
CHIP_00134,OF_MODEL,MODEL::MODEL_A
CHIP_00134,EXHIBITS,FM::normal
CHIP_00134,UNDERGOES_TEST,TS::Appearance
CHIP_00134,UNDERGOES_TEST,TS::DC_Electrical
